user_id,order_id,channel,order_value,date
5633631220777079493,1491853366,(direct),49.58,20170410
6915949574314968921,1491838039,(direct),126.51,20170410
475993971295433883,1491851820,(direct),32.78,20170410
9234695430775481788,1491872347,google,107.97,20170410
1491231904139719866,1491851688,(direct),150.27,20170410
5292816814095907387,1491858066,google,34.37,20170410
2919195515906143823,1491882592,(direct),334.67,20170410
3520716110085025698,1491868868,(direct),92.09,20170410
2086918960702630134,1491861235,(direct),292.24,20170410
9573045056982336984,1491864482,google,295.63,20170410
4984366501121503466,1491864249,(direct),45.97,20170410
9319442569262055147,1491859114,google,25.88,20170410
7228304059983177365,1491858690,(direct),114.83,20170410
728168523838298915,1491840574,google,900.11,20170410
7426824311652962659,1491853233,google,160.57,20170410
2546464604912220860,1485014740,(direct),416.8,20170121
3430259988193283726,1485026682,(direct),16.99,20170121
3513351372508524008,1485043299,(direct),19.96,20170121
6702410231065530921,1485015763,(direct),55.98,20170121
6961799001356572228,1485024534,(direct),79.99,20170121
4584926842212769645,1485063570,(direct),37.98,20170121
0054279989591037024,1485026562,(direct),79.19,20170121
7861268750444370687,1485056607,(direct),41.56,20170121
1285811160522710067,1485055110,(direct),15.19,20170121
3440941357653473285,1485041614,(direct),101.95,20170121
3138433209653230300,1485018827,(direct),34.96,20170121
9937197778376136258,1472492418,(direct),24.97,20160829
7981489310601082763,1472491390,(direct),195.17,20160829
1273085493567446879,1472521130,google,61.91,20160829
428994201200499894,1472478374,google,951.98,20160829
0818822947383662706,1472499171,(direct),114.95,20160829
3266776888486866062,1472530628,google,9.48,20160829
4221744879183024662,1472502913,(direct),8.02,20160829
3999554333299831637,1472501502,(direct),30.07,20160829
7397974199013728789,1472528813,google,40.48,20160829
7981489310601082763,1472484441,(direct),86.7,20160829
1494235640064680515,1472501512,google,47.82,20160829
7618350638899925348,1472502966,(direct),26.5,20160829
4055437795713459104,1472489678,(direct),52.06,20160829
5909453901829885037,1472495470,(direct),55.55,20160829
8537734257593507372,1472476251,(direct),55.24,20160829
3687546427507950071,1472520363,google,81.42,20160829
0752028722462077344,1472509083,(direct),116.74,20160829
013937734216012052,1472524792,(direct),137.27,20160829
7476117049919443921,1472493805,(direct),80.51,20160829
6862866435546050671,1472503404,(direct),52.48,20160829
3231791820573493501,1472527468,google,47.47,20160829
9377429831454005466,1472515058,google,231.2,20160829
4229304203473718031,1472485998,google,74.08,20160829
2793309445916009863,1472491835,(direct),70.43,20160829
067516997967648879,1472512262,(direct),72.06,20160829
3210463637705719275,1472533009,google,680.51,20160829
3207713058277296455,1472532051,(direct),2.53,20160829
7010415006216076512,1472527880,sites.google.com,55.98,20160829
9377429831454005466,1472508498,dealspotr.com,389.46,20160829
5204949067979541223,1472479074,(direct),215.52,20160829
9807072102349488174,1472502400,google,99.71,20160829
3049625558336385747,1472490487,google,468.94,20160829
4298172101500254249,1472454741,(direct),137.63,20160829
2677639396530855017,1472490780,(direct),55.21,20160829
